userId	geneSymbol	geneName	entrezgene	gLink
818293	PIP2B	plasma membrane intrinsic protein 2	818293	https://www.ncbi.nlm.nih.gov/gene/?term=818293
817483	AT2G29340	NA	817483	https://www.ncbi.nlm.nih.gov/gene/?term=817483
843583	AT1G72510	NA	843583	https://www.ncbi.nlm.nih.gov/gene/?term=843583
843407	TIFY7	NA	843407	https://www.ncbi.nlm.nih.gov/gene/?term=843407
838861	AT1G22550	NA	838861	https://www.ncbi.nlm.nih.gov/gene/?term=838861
815371	AT2G07695	Cytochrome C oxidase subunit II-like, transmembrane domain-containing protein	815371	https://www.ncbi.nlm.nih.gov/gene/?term=815371
839542	AT1G04350	NA	839542	https://www.ncbi.nlm.nih.gov/gene/?term=839542
828686	XTR6	xyloglucan endotransglycosylase 6	828686	https://www.ncbi.nlm.nih.gov/gene/?term=828686
831791	NCS1	permease, cytosine/purines, uracil, thiamine, allantoin family protein	831791	https://www.ncbi.nlm.nih.gov/gene/?term=831791
835193	AT5G51190	NA	835193	https://www.ncbi.nlm.nih.gov/gene/?term=835193
839918	PSAK	photosystem I subunit K	839918	https://www.ncbi.nlm.nih.gov/gene/?term=839918
820883	AHP4	HPT phosphotransmitter 4	820883	https://www.ncbi.nlm.nih.gov/gene/?term=820883
832145	BCB	blue-copper-binding protein	832145	https://www.ncbi.nlm.nih.gov/gene/?term=832145
832689	AT5G26200	NA	832689	https://www.ncbi.nlm.nih.gov/gene/?term=832689
836089	AT5G59680	NA	836089	https://www.ncbi.nlm.nih.gov/gene/?term=836089
814999	AT2G04570	NA	814999	https://www.ncbi.nlm.nih.gov/gene/?term=814999
818901	AT2G42990	NA	818901	https://www.ncbi.nlm.nih.gov/gene/?term=818901
836073	AT5G59540	NA	836073	https://www.ncbi.nlm.nih.gov/gene/?term=836073
815058	LHCB2.1	photosystem II light harvesting complex protein 2.1	815058	https://www.ncbi.nlm.nih.gov/gene/?term=815058
839843	AT1G29660	NA	839843	https://www.ncbi.nlm.nih.gov/gene/?term=839843
829129	AT4G30060	NA	829129	https://www.ncbi.nlm.nih.gov/gene/?term=829129
818259	XTH32	xyloglucan endotransglucosylase/hydrolase 32	818259	https://www.ncbi.nlm.nih.gov/gene/?term=818259
832185	GER3	germin 3	832185	https://www.ncbi.nlm.nih.gov/gene/?term=832185
829113	AT4G29905	NA	829113	https://www.ncbi.nlm.nih.gov/gene/?term=829113
821314	AT3G01190	NA	821314	https://www.ncbi.nlm.nih.gov/gene/?term=821314
823831	PTAC16	plastid transcriptionally active 16	823831	https://www.ncbi.nlm.nih.gov/gene/?term=823831
10723120	AT2G07599	NA	10723120	https://www.ncbi.nlm.nih.gov/gene/?term=10723120
838375	AT1G17960	NA	838375	https://www.ncbi.nlm.nih.gov/gene/?term=838375
839870	CAB2	chlorophyll A/B-binding protein 2	839870	https://www.ncbi.nlm.nih.gov/gene/?term=839870
816609	NDB4	NAD(P)H dehydrogenase B4	816609	https://www.ncbi.nlm.nih.gov/gene/?term=816609
832667	TGG2	glucoside glucohydrolase 2	832667	https://www.ncbi.nlm.nih.gov/gene/?term=832667
819272	AT2G46600	NA	819272	https://www.ncbi.nlm.nih.gov/gene/?term=819272
820895	JR1	NA	820895	https://www.ncbi.nlm.nih.gov/gene/?term=820895
821721	AT3G21670	NA	821721	https://www.ncbi.nlm.nih.gov/gene/?term=821721
825866	PSBQ-2	photosystem II subunit Q-2	825866	https://www.ncbi.nlm.nih.gov/gene/?term=825866
827406	AT4G16980	arabinogalactan-protein family	827406	https://www.ncbi.nlm.nih.gov/gene/?term=827406
836414	HCA2	NA	836414	https://www.ncbi.nlm.nih.gov/gene/?term=836414
820870	DELTA-TIP	delta tonoplast integral protein	820870	https://www.ncbi.nlm.nih.gov/gene/?term=820870
2745467	AT2G07785	NADH dehydrogenase family protein	2745467	https://www.ncbi.nlm.nih.gov/gene/?term=2745467
840047	ECS1	ECS1	840047	https://www.ncbi.nlm.nih.gov/gene/?term=840047
824018	XTH11	xyloglucan endotransglucosylase/hydrolase 11	824018	https://www.ncbi.nlm.nih.gov/gene/?term=824018
828940	EXPB3	expansin B3	828940	https://www.ncbi.nlm.nih.gov/gene/?term=828940
817555	MAPKKK14	mitogen-activated protein kinase kinase kinase 14	817555	https://www.ncbi.nlm.nih.gov/gene/?term=817555
834858	AT5G48060	NA	834858	https://www.ncbi.nlm.nih.gov/gene/?term=834858
829688	XCP1	xylem cysteine peptidase 1	829688	https://www.ncbi.nlm.nih.gov/gene/?term=829688
824796	AT3G56290	NA	824796	https://www.ncbi.nlm.nih.gov/gene/?term=824796
817479	AT2G29300	NA	817479	https://www.ncbi.nlm.nih.gov/gene/?term=817479
838871	A/N-InvD	NA	838871	https://www.ncbi.nlm.nih.gov/gene/?term=838871
836797	AT5G66650	NA	836797	https://www.ncbi.nlm.nih.gov/gene/?term=836797
815381	AT2G07706	NA	815381	https://www.ncbi.nlm.nih.gov/gene/?term=815381
831222	AT5G13770	NA	831222	https://www.ncbi.nlm.nih.gov/gene/?term=831222
824329	AT3G51660	NA	824329	https://www.ncbi.nlm.nih.gov/gene/?term=824329
818298	LOG3	NA	818298	https://www.ncbi.nlm.nih.gov/gene/?term=818298
839300	HFR1	NA	839300	https://www.ncbi.nlm.nih.gov/gene/?term=839300
838755	AT1G21540	NA	838755	https://www.ncbi.nlm.nih.gov/gene/?term=838755
838397	AT1G18180	NA	838397	https://www.ncbi.nlm.nih.gov/gene/?term=838397
838674	AT1G20823	NA	838674	https://www.ncbi.nlm.nih.gov/gene/?term=838674
815354	AT2G07678	NA	815354	https://www.ncbi.nlm.nih.gov/gene/?term=815354
814656	MEE65	NA	814656	https://www.ncbi.nlm.nih.gov/gene/?term=814656
833904	AT5G39110	NA	833904	https://www.ncbi.nlm.nih.gov/gene/?term=833904
823067	AT3G32980	NA	823067	https://www.ncbi.nlm.nih.gov/gene/?term=823067
838827	AUF2	NA	838827	https://www.ncbi.nlm.nih.gov/gene/?term=838827
831784	AT5G02230	NA	831784	https://www.ncbi.nlm.nih.gov/gene/?term=831784
826585	AT4G09950	NA	826585	https://www.ncbi.nlm.nih.gov/gene/?term=826585
827728	PP2-A1	phloem protein 2-A1	827728	https://www.ncbi.nlm.nih.gov/gene/?term=827728
829671	LHT7	LYS/HIS transporter 7	829671	https://www.ncbi.nlm.nih.gov/gene/?term=829671
843329	GSTU11	glutathione S-transferase TAU 11	843329	https://www.ncbi.nlm.nih.gov/gene/?term=843329
824499	AT3G53310	NA	824499	https://www.ncbi.nlm.nih.gov/gene/?term=824499
830370	RTM2	NA	830370	https://www.ncbi.nlm.nih.gov/gene/?term=830370
841955	FRUCT5	beta-fructofuranosidase 5	841955	https://www.ncbi.nlm.nih.gov/gene/?term=841955
3768804	GRP5	glycine-rich protein 5	3768804	https://www.ncbi.nlm.nih.gov/gene/?term=3768804
844012	AT1G76780	NA	844012	https://www.ncbi.nlm.nih.gov/gene/?term=844012
821825	AT3G22540	NA	821825	https://www.ncbi.nlm.nih.gov/gene/?term=821825
835224	AT5G51500	NA	835224	https://www.ncbi.nlm.nih.gov/gene/?term=835224
835179	RHD2	NADPH/respiratory burst oxidase protein D	835179	https://www.ncbi.nlm.nih.gov/gene/?term=835179
839757	AT1G28570	NA	839757	https://www.ncbi.nlm.nih.gov/gene/?term=839757
835525	AT5G54370	NA	835525	https://www.ncbi.nlm.nih.gov/gene/?term=835525
839130	BBX15	NA	839130	https://www.ncbi.nlm.nih.gov/gene/?term=839130
838483	AT1G19020	NA	838483	https://www.ncbi.nlm.nih.gov/gene/?term=838483
837028	RCI3	NA	837028	https://www.ncbi.nlm.nih.gov/gene/?term=837028
834486	AT5G44580	NA	834486	https://www.ncbi.nlm.nih.gov/gene/?term=834486
827971	BPS3	NA	827971	https://www.ncbi.nlm.nih.gov/gene/?term=827971
826616	ATHSP22.0	NA	826616	https://www.ncbi.nlm.nih.gov/gene/?term=826616
821895	AT3G23175	NA	821895	https://www.ncbi.nlm.nih.gov/gene/?term=821895
822336	CLC-B	chloride channel B	822336	https://www.ncbi.nlm.nih.gov/gene/?term=822336
819632	PR4	pathogenesis-related 4	819632	https://www.ncbi.nlm.nih.gov/gene/?term=819632
829937	AT4G37810	NA	829937	https://www.ncbi.nlm.nih.gov/gene/?term=829937
817573	AT2G30230	NA	817573	https://www.ncbi.nlm.nih.gov/gene/?term=817573
838739	AT1G21400	NA	838739	https://www.ncbi.nlm.nih.gov/gene/?term=838739
818992	AT2G43880	NA	818992	https://www.ncbi.nlm.nih.gov/gene/?term=818992
840990	AT1G43910	NA	840990	https://www.ncbi.nlm.nih.gov/gene/?term=840990
817544	ABCG31	pleiotropic drug resistance 3	817544	https://www.ncbi.nlm.nih.gov/gene/?term=817544
831072	AT5G11990	NA	831072	https://www.ncbi.nlm.nih.gov/gene/?term=831072
835593	MYB120	myb domain protein 120	835593	https://www.ncbi.nlm.nih.gov/gene/?term=835593
839379	AT1G03890	NA	839379	https://www.ncbi.nlm.nih.gov/gene/?term=839379
842150	CYP96A15	cytochrome P450, family 96, subfamily A, polypeptide 15	842150	https://www.ncbi.nlm.nih.gov/gene/?term=842150
838869	AT1G22630	SSUH2-like protein	838869	https://www.ncbi.nlm.nih.gov/gene/?term=838869
830087	AT4G39320	microtubule-associated protein-like protein	830087	https://www.ncbi.nlm.nih.gov/gene/?term=830087
814823	PKS1	phytochrome kinase substrate 1	814823	https://www.ncbi.nlm.nih.gov/gene/?term=814823
815055	LHCB2.2	photosystem II light harvesting complex protein 2.2	815055	https://www.ncbi.nlm.nih.gov/gene/?term=815055
817210	AT2G26690	NA	817210	https://www.ncbi.nlm.nih.gov/gene/?term=817210
843152	AT1G68230	NA	843152	https://www.ncbi.nlm.nih.gov/gene/?term=843152
6240956	AT2G07825	NA	6240956	https://www.ncbi.nlm.nih.gov/gene/?term=6240956
824158	AT3G49960	NA	824158	https://www.ncbi.nlm.nih.gov/gene/?term=824158
830610	ATS3	embryo-specific protein 3	830610	https://www.ncbi.nlm.nih.gov/gene/?term=830610
827983	EXPA17	expansin A17	827983	https://www.ncbi.nlm.nih.gov/gene/?term=827983
836026	SBT4.12	subtilase 4.12	836026	https://www.ncbi.nlm.nih.gov/gene/?term=836026
824035	SWEET11	NA	824035	https://www.ncbi.nlm.nih.gov/gene/?term=824035
835483	AT5G54000	NA	835483	https://www.ncbi.nlm.nih.gov/gene/?term=835483
843942	PETE1	plastocyanin 1	843942	https://www.ncbi.nlm.nih.gov/gene/?term=843942
844045	AT1G77100	NA	844045	https://www.ncbi.nlm.nih.gov/gene/?term=844045
840405	AT1G35180	NA	840405	https://www.ncbi.nlm.nih.gov/gene/?term=840405
836342	AT5G62210	NA	836342	https://www.ncbi.nlm.nih.gov/gene/?term=836342
838035	PAP3	purple acid phosphatase 3	838035	https://www.ncbi.nlm.nih.gov/gene/?term=838035
844185	CYP708A3	cytochrome P450, family 708, subfamily A, polypeptide 3	844185	https://www.ncbi.nlm.nih.gov/gene/?term=844185
837084	RTM1	NA	837084	https://www.ncbi.nlm.nih.gov/gene/?term=837084
830025	AT4G38690	NA	830025	https://www.ncbi.nlm.nih.gov/gene/?term=830025
829608	AT4G34560	NA	829608	https://www.ncbi.nlm.nih.gov/gene/?term=829608
832431	SWEET12	bidirectional sugar transporter SWEET12-like protein	832431	https://www.ncbi.nlm.nih.gov/gene/?term=832431
828009	AT4G00780	NA	828009	https://www.ncbi.nlm.nih.gov/gene/?term=828009
818960	AT2G43580	NA	818960	https://www.ncbi.nlm.nih.gov/gene/?term=818960
817360	AT2G28140	NA	817360	https://www.ncbi.nlm.nih.gov/gene/?term=817360
816753	TPPE	NA	816753	https://www.ncbi.nlm.nih.gov/gene/?term=816753
827446	TIP2;2	tonoplast intrinsic protein 2;2	827446	https://www.ncbi.nlm.nih.gov/gene/?term=827446
842978	ABO3	ABA overly sensitive mutant 3	842978	https://www.ncbi.nlm.nih.gov/gene/?term=842978
836775	AT5G66430	NA	836775	https://www.ncbi.nlm.nih.gov/gene/?term=836775
817180	ARD3	acireductone dioxygenase 3	817180	https://www.ncbi.nlm.nih.gov/gene/?term=817180
844123	MUB5	membrane-anchored ubiquitin-fold protein 5 precursor	844123	https://www.ncbi.nlm.nih.gov/gene/?term=844123
838025	AT1G14630	NA	838025	https://www.ncbi.nlm.nih.gov/gene/?term=838025
823635	VPS24.2	NA	823635	https://www.ncbi.nlm.nih.gov/gene/?term=823635
842995	SWEET6	NA	842995	https://www.ncbi.nlm.nih.gov/gene/?term=842995
818746	AT2G41480	NA	818746	https://www.ncbi.nlm.nih.gov/gene/?term=818746
